
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- Info ---
User
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_0_PESImage/Si0006_EDCs_EF.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.11
X Max	4.89
X Step	0.01
Ek Offset	0.0
Y Min	-0.626041
Y Max	0.605373
Y Step	0.001774
Ang or Posi Offset	0.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	16.89
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.576983 0.521978 0.466972 0.411967 0.356961 0.3019555 0.24695 0.191944 0.136939 0.081933 0.026928 -0.028078 -0.083083 -0.138089 -0.193094 -0.2481 -0.303105 -0.358111 -0.4131165 -0.468122 -0.523128 -0.578133
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0

[SpecTaroscoPy — Second Derivative]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- info ---
User	
File	Si0006_EDCs_EF.txt
Smoothing Method	Savitzky-Golay
Smoothing Params	2.0 21.0 21.0
Intensity Offset	

DATA:
EF_Si0006_EDCs2Der	Si0006_EDCs_0.5772Der	Si0006_EDCs_0.5222Der	Si0006_EDCs_0.4672Der	Si0006_EDCs_0.4122Der	Si0006_EDCs_0.3572Der	Si0006_EDCs_0.3022Der	Si0006_EDCs_0.2472Der	Si0006_EDCs_0.1922Der	Si0006_EDCs_0.1372Der	Si0006_EDCs_0.0822Der	Si0006_EDCs_0.0272Der	Si0006_EDCs_-0.0282Der	Si0006_EDCs_-0.0832Der	Si0006_EDCs_-0.1382Der	Si0006_EDCs_-0.1932Der	Si0006_EDCs_-0.2482Der	Si0006_EDCs_-0.3032Der	Si0006_EDCs_-0.3582Der	Si0006_EDCs_-0.4132Der	Si0006_EDCs_-0.4682Der	Si0006_EDCs_-0.5232Der	Si0006_EDCs_-0.5782Der
2.32	-0.013135315424896987	0.1806123338445218	0.2399393001288388	0.2598518725984036	0.08021450869546243	-1.2155655496551958	-0.15567864935422904	0.8861069471028031	1.0378020976336586	0.9884349808121442	0.7931450246330201	0.9227604051337153	0.59417390830626	-0.061652821420494774	0.03840563746430803	0.22298886586489175	0.19143571464093156	0.025177594344484078	0.31642741893600146	-0.04256412475280058	0.01025731730756263	-0.0016966636404953661
2.31	-0.018225163377387332	0.1425305349191035	0.2144510317202446	0.26118554566727425	0.1367343926484068	-1.1953723853920337	-0.35781381542409463	0.8406185332957534	1.0958571342987682	1.058080088139235	0.8309576519802135	0.9617360744972245	0.5205815947071528	-0.1199138484933826	0.022838666582885025	0.1927145122820093	0.20981114475745244	0.03482238852973296	0.3126796451712437	-0.04844795924591949	0.01854393629743356	-0.0011344599780278575
2.3	-0.02218900510844435	0.10419512807646925	0.1880310322154628	0.26370386043825533	0.18701825143759265	-1.164586969792083	-0.5658350811148125	0.773755234088128	1.1456940737350862	1.1225315431127	0.8631485144230453	0.9834009732454376	0.4350058693620156	-0.17851720112730618	0.004443126672299513	0.16023645219368632	0.22165588376304868	0.043210440373144365	0.30239120896351324	-0.05409203836507004	0.0256344902529122	-0.00046700712846292625
2.29	-0.02498425358314904	0.06641011267350905	0.16101156892293034	0.2671784538116242	0.23104923800860888	-1.1245598138158357	-0.7759066343682548	0.6843770017542283	1.1841205798341434	1.1792025677988818	0.887651552686691	0.9859464508370479	0.33872836365870285	-0.23636234803814204	-0.016391954708382173	0.12618882929450592	0.22651584941445435	0.050255776593360224	0.2859842186242645	-0.05939397934972135	0.031119083877115372	0.0002865382764491997
2.28	-0.026610431664408907	0.029945033524086284	0.13373187113757012	0.2712681934393686	0.2689369328292628	-1.0767039162685705	-0.9839767907639043	0.5718946575682935	1.2078705331241792	1.2253227040148431	0.9023380898301809	0.9680196209802716	0.23334606187623308	-0.29235416672295855	-0.03919105331078754	0.09121915769074462	0.22422553075088558	0.05596707223813269	0.26403176298418884	-0.06420849135915319	0.03465681714284585	0.0011017576389298345
2.27	-0.02710710795798832	-0.004488429827517848	0.10653124842477268	0.27553967129097146	0.30088885612710214	-1.02243262597284	-1.1858909222366947	0.4363384647517705	1.2137225832108243	1.2580109197244838	0.9050860058368357	0.9287799744555514	0.12071943001035379	-0.3454380298415458	-0.06340789435560623	0.055970798305651215	0.21490885427024864	0.06043742765592697	0.2372305653934177	-0.06835391034348959	0.03599267834427167	0.0019500385712525325
2.26	-0.026550573668401967	-0.036257584045841895	0.07974374419094943	0.2794917089717046	0.32718139303057114	-0.9631024846043488	-1.3775119933580982	0.27840698153499943	1.198627231396756	1.2743637282350448	0.8938550450212688	0.8679388365114562	0.002911141895168612	-0.3946332886023356	-0.08844374937092425	0.021065870437212197	0.19896693098874607	0.06382934865595757	0.20636998342087054	-0.07162257684311157	0.03497086605730715	0.0027998884594155893
2.25	-0.02504948560298459	-0.06482667245717266	0.053694300322348454	0.28258275539053557	0.34813167573540227	-0.8999639709609255	-1.5548441278829728	0.09949295533789382	1.1598375459814179	1.2715560834986377	0.8667658134432941	0.7857799362971889	-0.1178816380692922	-0.43906380484526153	-0.11366764890084369	-0.012910769919869836	0.17705344500211595	0.06635596302385238	0.17229902833233268	-0.07379450830208611	0.031543877422834044	0.003618428585595801
2.24	-0.022739720781402184	-0.08977091176100771	0.028696211717345932	0.28425992754989693	0.3640718225101409	-0.8341225446088743	-1.7141543673601518	-0.09831603361681118	1.095038151803351	1.2469518736742202	0.822179692160006	0.6831601615378702	-0.23939822950305256	-0.47798433862524803	-0.1384378248863527	-0.04542590387293899	0.15003905665821549	0.06825968685552652	0.135893142473833	-0.07465357963371844	0.025776886534515597	0.004372994545886355
2.23	-0.019778692427486533	-0.1107860554384672	0.005049487299373823	0.28398836860210963	0.37532672767443387	-0.7665117276567344	-1.852087756022172	-0.3122633779714761	1.0024669009777085	1.1982199683209274	0.7587766479812785	0.5614904228898467	-0.35938543912493515	-0.5108018072542961	-0.1621236685768963	-0.07601017541429655	0.1189667289735894	0.06978966231565664	0.09802242770595626	-0.07400523380553636	0.017847145191538516	0.005032763322055267
2.22	-0.01633936701641403	-0.12769314446586577	-0.01696037793811911	0.2812795785947344	0.38219634162655325	-0.6978792091476294	-1.9657710982806975	-0.5389757137743345	0.8810236463939418	1.123451042873512	0.6756277856293877	0.42269740618337437	-0.47566550193911894	-0.5370906832217486	-0.184127483851654	-0.10426777624513761	0.0850003147481857	0.07117932098717006	0.059522867241952326	-0.07169461059558557	0.008038358973237791	0.005570326207298137
2.21	-0.012604200126830278	-0.14043834966710733	-0.03706376638058373	0.2757174148267154	0.3849430893162946	-0.6287861543006557	-2.0529011794469625	-0.774540459550451	0.730360814842129	1.0212698653695043	0.5722594702270953	0.2691678039562362	-0.5861981753541841	-0.5566020784574448	-0.20390532981093656	-0.1298833240528552	0.049369040679380305	0.07262538472804181	0.021171837414527772	-0.06762391521718314	-0.003269785755165344	0.005963129752549312
2.2	-0.008759178464593731	-0.1490880621088877	-0.055008968274222525	0.26698056014345184	0.38378476411415363	-0.5596191003526201	-2.1118138955348513	-1.0146062503162625	0.5509510114872	0.8909374357935462	0.44870596898704207	0.1036773494833767	-0.6891346482577205	-0.5692663560909352	-0.2209862782272296	-0.15262580867701558	0.01331067828562027	0.07426950365405105	-0.01633111737024251	-0.06176785383595984	-0.015616553804861155	0.006194713666658469
2.19	-0.0049881203853203715	-0.1538196319513645	-0.0705653307375087	0.2548604156808949	0.37889291716800244	-0.49061307135769994	-2.141531570446432	-1.2545028123277007	0.344127667552641	0.7324373579017447	0.3055478224327999	-0.07069240926449538	-0.7828614830230833	-0.5751894028396407	-0.23498945876991684	-0.1723496247888079	-0.02198380692777846	0.07618355685468714	-0.05237765078175016	-0.05418604029895846	-0.028478965162037184	0.006255684653152516
2.18	-0.0014673514217165007	-0.15490837576206218	-0.08352783871586666	0.23927358358295692	0.3703964552683203	-0.4218838915858214	-2.1417867042754324	-1.489375897059233	0.11209574125990684	0.5465411223095202	0.1439335583920638	-0.2506461911352744	-0.8660334338649989	-0.5746429704955176	-0.24563832596402335	-0.18899284910165193	-0.05542148432283511	0.07835941703964977	-0.08645793093339194	-0.04503142345797073	-0.04129371337290877	0.006144377838552595
2.17	0.0016391616966231481	-0.15271165245687257	-0.09372325760475064	0.2202683564069048	0.3583898773866281	-0.35346716012338675	-2.1130214428617364	-1.7143321671184708	-0.14208934107909954	0.3348475957374717	-0.03441710115623664	-0.432772215273701	-0.9375946374327953	-0.5680497399675062	-0.2527716551593926	-0.2025730459182853	-0.08605220684731307	0.08070371908655716	-0.11816211938173637	-0.03455398902019624	-0.05348130312029298	0.005867171995787679
2.16	0.004184162297235616	-0.14765093629094395	-0.10101775477164665	0.19802491221119567	0.3429453345179354	-0.28536099790807157	-2.0563631295602818	-1.924588439476281	-0.41457501132043717	0.09979293295197067	-0.2272297348678194	-0.6136407641600385	-0.996788308445332	-0.5559639642027037	-0.256350859358605	-0.21318098896122706	-0.11310492553931795	0.08303788948143165	-0.14717659844208697	-0.023099242113715945	-0.06447141283787516	0.005438440413559231
2.15	0.006040903490713845	-0.14019288284919185	-0.10532569562192862	0.17284921462393754	0.3241275004689612	-0.21756951184516993	-1.9735773379525767	-2.115619466253918	-0.7007962845536326	-0.1553716766305797	-0.4317118619825919	-0.7899003167213436	-1.0431556547209198	-0.5390486978473064	-0.2564633139275827	-0.2209727632462375	-0.13601411232474447	0.08510340460060206	-0.1732758497623763	-0.011101262197286133	-0.0737284314170239	0.004880135251071005
2.14	0.007106370211744206	-0.13083038635068078	-0.1066191001263519	0.14516092102496714	0.30201010167971276	-0.1501439460362235	-1.8670007340376742	-2.283298479653183	-0.9955896318533064	-0.42663559756493896	-0.6446093546062457	-0.958367728702342	-1.0765252178446758	-0.5180507155583598	-0.2533214815706515	-0.22616075346726916	-0.15443539188700584	0.08657196614768736	-0.19631112677461715	0.0009295757744780531	-0.08077610513323918	0.0042210188520850345
2.13	0.007303899491077459	-0.1200645642137772	-0.10493706824010474	0.11547589416471737	0.2766928782384639	-0.08321870247863217	-1.7394569294284565	-2.424025040139554	-1.293332426869597	-0.7093172695376211	-0.8622814037273656	-1.116109330659981	-1.0969942214026105	-0.4937742546071604	-0.24725774504497622	-0.22900403249477108	-0.16825006978513102	0.08706002631080878	-0.21619721019564508	0.012423818077365922	-0.08522026167409535	0.0034955701702046316
2.12	0.006585169734954377	-0.10838848305814963	-0.10039435544305775	0.08438417801150422	0.24831773911415667	-0.017039796155074782	-1.5941591233316217	-2.534835286379689	-1.5881031949782596	-0.9981836134235778	-1.0807919854100874	-1.2605103383793903	-1.10490375102205	-0.467054691475397	-0.23871497916971407	-0.2297986352398027	-0.1775588243600339	0.08614687608653071	-0.23289858080005388	0.022774406361804722	-0.08676865063421246	0.0027426076862471227
2.11	0.004931519805886353	-0.09627326902912614	-0.09318821686298406	0.0525245232247471	0.2170829322908503	0.0480161649004458	-1.4346037619610001	-2.613490459822856	-1.8738568826206006	-1.2875966484872379	-1.2960149917177546	-1.3893305946573378	-1.10080969249276	-0.4387331805698125	-0.2282330254513738	-0.22886814204008488	-0.18266537170808306	0.08339533812599598	-0.24641628657641945	0.03136147728685046	-0.08524705050129455	0.0020036816005826186
2.1	0.002354546993437623	-0.08415703820978138	-0.08360264909646276	0.02055671905247891	0.18325417173301162	0.11143375076619577	-1.2644596536526933	-2.6585405239939064	-2.1446085930026015	-1.5716821346197207	-1.503749504115433	-1.500745349396425	-1.0854513194614697	-0.4096331531174542	-0.21643136997593615	-0.22655490714240045	-0.18405138708806135	0.07837398799546236	-0.2567766291150235	0.037579351240850656	-0.0806109360592302	0.001321297388049425
2.09	-0.0011040769225516556	-0.07243685635498309	-0.07200924590864588	-0.010866903138236239	0.14717184159138696	0.17256180905289398	-1.0874569638194203	-2.6693607686747214	-2.394618745009268	-1.844513747517226	-1.6998411344884516	-1.5933704988220256	-1.0597192638081196	-0.3805394055583804	-0.20398846497346312	-0.2232121592463443	-0.1823443487378995	0.07067976937426579	-0.2640225607256923	0.04086442733202489	-0.07295217123781583	0.0007370398322095184
2.08	-0.005373636803881254	-0.06146370907336518	-0.058864044153466466	-0.04112939063668364	0.10925362457257393	0.2306277492197637	-0.9072802866243705	-2.646160427709958	-2.618572434268856	-2.1003052792815424	-1.8803049742719509	-1.6662724065265024	-1.024624341365211	-0.35218031117969417	-0.1916182724201292	-0.2191970815776756	-0.17828024389353914	0.059959870631928425	-0.26820838927454815	0.040722621292729855	-0.06250038387396728	0.0002896713024069797
2.07	-0.010356313661390004	-0.05154025168650378	-0.04469996003996357	-0.06967514396023944	0.06999216424759425	0.2847621718250366	-0.7274695724503317	-2.589963490308321	-2.811745922881528	-2.3336027020056918	-2.0414455016037323	-1.7189630834181457	-0.9812683710654824	-0.32521347947673007	-0.18004473892480632	-0.2148648587568971	-0.17266323179933352	0.0459317903933254	-0.2693980562235936	0.036754972464763114	-0.04961888320930541	1.3280244649305217e-05
2.06	-0.01593007857339046	-0.042920928588785046	-0.030114688353705787	-0.09603267952897454	0.029947656610346485	0.33403237229919114	-0.5513321144950964	-2.502562995241476	-2.9701536553128562	-2.5394676881294345	-2.1799688163293354	-1.7513820791937178	-0.9308177488666161	-0.3002149783751804	-0.16997502875275927	-0.2105635672450319	-0.1663243922099582	0.02840063302110707	-0.26766691134534426	0.028680106100324565	-0.034795190572879164	-6.444439968023019e-05
2.05	-0.02195255952050701	-0.03581391842490689	-0.01575423919871355	-0.11983308566388473	-0.010264440521808638	0.3774827215836183	-0.3818681042964158	-2.386451115617888	-3.0906699738548014	-2.7136443760740008	-2.293082808551219	-1.763866909195599	-0.8744801522353782	-0.2776720382082374	-0.16207243935662063	-0.2066296952375808	-0.16008160521147374	0.007272833641877696	-0.26310658178491053	0.016352364637043593	-0.018626460936673084	7.626013865635883e-05
2.04	-0.028265859711780195	-0.030384283222417707	-0.002292596187686513	-0.14082330514798969	-0.04999010615483712	0.4141795314771457	-0.22171149948275115	-2.244728226237328	-3.1711207537099995	-2.8527018044571832	-2.3785813118754504	-1.7571141890373383	-0.8134843886942917	-0.25797898513638984	-0.15692999419525222	-0.20338401500623604	-0.154702420695628	-0.017434293538258316	-0.255832248441493	-0.00022539018644351927	-0.001800270482917199	0.00044597049803929423
2.03	-0.03470225507933122	-0.026757681418644097	0.00959172639156236	-0.15887365037610834	-0.08855712621902967	0.44325777114923426	-0.07308715389712006	-2.0809948620126306	-3.2103414468666642	-2.9541454879540083	-2.4349089294084933	-1.7321338644796924	-0.7490630913467271	-0.24143601541831572	-0.15504574418005745	-0.20112750218055453	-0.1508715006481509	-0.04558757189263929	-0.24599142021455123	-0.020895063036647343	0.01492857395319902	0.0010451441052294896
2.02	-0.041090639624457026	-0.025024045996360655	0.01924119452417017	-0.17397925967034666	-0.125298173292407	0.4639669231512755	0.06221561467469883	-1.8992310007011497	-3.208199455487147	-3.0164930217795813	-2.4612040196865905	-1.6901990030211778	-0.6824377280117915	-0.2282503277943988	-0.15680080589709178	-0.20013700591599104	-0.14916387589059354	-0.07693770283944446	-0.23377315240549024	-0.04534317837683943	0.030764390009053955	0.0018635631421863863
2.01	-0.04726352435347536	-0.025240724097187694	0.026045603466940292	-0.1862555188592694	-0.15957545850287147	0.47571335203315357	0.18285355997755914	-1.7036674228935453	-3.1655802808825797	-3.0393103059020063	-2.4573182522819934	-1.6327935615335605	-0.6148052438835521	-0.21853908326104943	-0.16244111730881627	-0.20066042175957932	-0.15002487499307904	-0.1111236606766397	-0.219416599010259	-0.07310747697067654	0.04489919678967169	0.0028801934724349554
2.0	-0.05306433377312203	-0.02743471331527303	0.029467911793034318	-0.19592778313540293	-0.19080570202640956	0.47809679587456344	0.2879253098726622	-1.4986540140144484	-3.0843384395385556	-3.0232068816869173	-2.4238121425579493	-1.5615603730128669	-0.547325607464245	-0.21233366031299283	-0.17206379738257738	-0.20291120243118144	-0.15375718164600016	-0.14768145729601656	-0.20321782233003205	-0.10359011559427245	0.056542475047052676	0.004063482117076411
1.99	-0.0583546890310771	-0.031603798487026324	0.029068169474868455	-0.20331602322775666	-0.21848411867020445	0.47093896109046796	0.3769541043307072	-1.2885297839230816	-2.967215628184988	-2.9697908667514525	-2.3619270008725834	-1.478251323109248	-0.481109574345993	-0.20958471644155452	-0.1856088548449577	-0.20706215460737099	-0.16051508206419385	-0.18605680126376	-0.18553390283835824	-0.13607701891382362	0.06495101262218839	0.005372100781132705
1.98	-0.06302132458029774	-0.03771657481476609	0.024524200587904943	-0.20881527112425147	-0.2422061345236557	0.45430267671773095	0.44985950636169036	-1.0774991051131906	-2.817729983469917	-2.8815859456810244	-2.2735347306115727	-1.384681336053177	-0.4172061135933518	-0.21016764721255754	-0.2028568055338269	-0.2132386031624378	-0.17030559809199985	-0.2256210177767457	-0.16678358668346505	-0.16976264025316823	0.06945771723087546	0.006756125492937137
1.97	-0.06698226106742311	-0.04571152116730559	0.015647840616281883	-0.21287294034502224	-0.26168563904755615	0.42850061353792057	0.5069203507586053	-0.8695182331484261	-2.6400414529768454	-2.7619147127051633	-2.1610678302844235	-1.2826873854677956	-0.3565891403921171	-0.21388814371599096	-0.22343253299848698	-0.22151114697282992	-0.18299588328542882	-0.2656894777891239	-0.14744396124581272	-0.2037791283311492	0.06949829923770778	0.008158624185178098
1.96	-0.07019185538015194	-0.05549544445702281	0.002395747470899323	-0.21596423367191164	-0.27676872999029456	0.3940931601960358	0.5487312835654166	-0.6681956007735153	-2.4387992178703257	-2.6147542627388702	-2.027432750554226	-1.174093315308653	-0.3001434442349762	-0.22048767653623713	-0.2468154712682349	-0.23188836967241855	-0.19832600276868106	-0.30554171027884536	-0.1280429404864094	-0.2372286820672116	0.06463478826721314	0.009517605700395393
1.95	-0.07264437237672183	-0.0669417371484542	-0.015125909542433646	-0.21856692065264838	-0.2874421183625202	0.3518756365772333	0.5761552048464864	-0.4767087015948164	-2.21897774119617	-2.4445711989025085	-1.8759103878425663	-1.0606808265146697	-0.24864996881444767	-0.229648867317934	-0.27235591282465066	-0.24430999150609978	-0.21592603258750387	-0.34444234257756534	-0.10914764876204686	-0.26921771517342563	0.054574948138963464	0.01076826604677783
1.94	-0.07437577288783359	-0.07988896353330688	-0.03666324581831759	-0.22113676564555362	-0.2938356164557945	0.3028555794060708	0.5902737764396875	-0.2977396334569562	-1.985708332960428	-2.2561440972885975	-1.7100479321275088	-0.9441665808953985	-0.2027708613995003	-0.24100083478504075	-0.2992969616483663	-0.258641042112032	-0.2353363049743109	-0.38166202859594023	-0.09134909122141721	-0.2988913538932252	0.039186792166560735	0.01184545164714268
1.93	-0.07546348819694515	-0.09414030906157222	-0.06182294688377965	-0.2240848164549618	-0.29621842015126276	0.24822132542206532	0.5923379177453114	-0.13343058881105208	-1.7441131133431895	-2.054381897328028	-1.5335465092502432	-0.8261850172510776	-0.16303494026053045	-0.2541247086145404	-0.32680137511437124	-0.2746676877269749	-0.2560295917421058	-0.4164975798249202	-0.07524376903103303	-0.32546675952886517	0.018507571469712047	0.012686245738142699
1.92	-0.07602404930631934	-0.10946438836680272	-0.09008668601367731	-0.22775762961785517	-0.2949892023629559	0.18930351823834712	0.583719912069796	0.014640208711455216	-1.4991479255578497	-1.8441466498949808	-1.3501490614643217	-0.7082761835407041	-0.1298244063178231	-0.2685595813676116	-0.353982284522516	-0.29209535160191535	-0.27743405370327423	-0.44829060321779934	-0.06141311965990326	-0.3482638039427002	-0.007253192548063225	0.013232573890791244
1.91	-0.07620855479343192	-0.1255978144562846	-0.12083097606313231	-0.2324213206428567	-0.29066034134814345	0.12753145770903984	0.5658684103188989	0.14546238638695286	-1.2554601232191658	-1.63008856482503	-1.1635327007341516	-0.591877676002639	-0.10336373217327832	-0.28380920764425355	-0.37993656700103884	-0.31054971838349843	-0.29895588045857835	-0.47644406585868637	-0.050401821727149354	-0.36673172963230627	-0.03771684041929291	0.013433718652498206
1.9	-0.07619608712441561	-0.14224979158672113	-0.15335145899948088	-0.23825009842246914	-0.2838368997599048	0.06438638461418122	0.5402672736142335	0.25857810216893995	-1.0172662718748597	-1.4165003917770491	-0.9772093660629935	-0.4783196490353703	-0.083711686854258	-0.29934975578285616	-0.4037794750875605	-0.329581110859948	-0.3200006900326855	-0.5004363400512659	-0.04269609118770745	-0.38047059191157473	-0.07234484648454043	0.013248632213471279
1.89	-0.0761853157826522	-0.15910881961838186	-0.1868903988582531	-0.24531968716513575	-0.2751912325889805	0.001353845975359036	0.5083988646618138	0.3540491432999602	-0.7882537114723505	-1.2071969050421671	-0.794438048137124	-0.3688218204127338	-0.07075739376543311	-0.31463886939243935	-0.42467902607859287	-0.34867257402430596	-0.33999293761982585	-0.519832425009696	-0.0387031073159676	-0.38924650205495936	-0.11045396604968971	0.01264794021231852
1.88	-0.07638464763259378	-0.17585140336299787	-0.22066598107187474	-0.25360577212816793	-0.26543432116889676	-0.060122777781714376	0.4717120983335974	0.43240861712143897	-0.5715086865353101	-1.005423726141089	-0.6181511495384484	-0.26449144174995354	-0.06422117553989892	-0.32912620617631205	-0.44188861990423334	-0.3672518043046864	-0.3583927822275257	-0.5342921838307007	-0.038732645207574024	-0.3929999573901455	-0.15123675797850922	0.011615539474131964
1.87	-0.07700139165154951	-0.19215246373406103	-0.25390194230507745	-0.26298734283321323	-0.2552850952897927	-0.11868567162258614	0.431595308929559	0.49459985589118105	-0.36947243043999833	-0.8137980048672944	-0.45089677034025044	-0.1663213258702001	-0.06366072252160393	-0.34226549596510836	-0.45477639686563975	-0.3847068322986331	-0.3747100645392152	-0.5435755687733774	-0.042981863799099074	-0.39184684558051686	-0.19378676089957025	0.010149707458371626
1.86	-0.07823048823662049	-0.20769696592162745	-0.28585606339945	-0.27325456402263626	-0.24543910829510196	-0.173101255132309	0.3893537935741165	0.5419054923910949	-0.1839252585003237	-0.6342816952206931	-0.29479789365058195	-0.07518720843759752	-0.06848284717275988	-0.35352800802397155	-0.46284996597327677	-0.40040511981476357	-0.3885152452514262	-0.5475449272581727	-0.05152401656945926	-0.3860720324675526	-0.23712740247057695	0.008263660985952992
1.85	-0.08024340575612143	-0.22219212978706082	-0.31584615138461913	-0.28412059323301264	-0.23653796632694934	-0.22229278967191135	0.3461917514262325	0.5758698787084882	-0.01599744921151114	-0.46818641431298147	-0.1515286401248659	0.008156044820282204	-0.07796077495623877	-0.36241715159184196	-0.46577532733624594	-0.41371548305588135	-0.39944732879783373	-0.5461645802852786	-0.0643016312501743	-0.37611577154305564	-0.2802435550022295	0.005985525587082652
1.84	-0.08317782379207728	-0.23537948311516743	-0.3432723069826409	-0.29523659477573005	-0.22914088171160074	-0.2653659566932163	0.30319825520064114	0.5982181145333811	0.13379546355525918	-0.3162072612636848	-0.022307008105713066	0.08307960984606666	-0.09125659613226844	-0.36848376708954333	-0.463389070204272	-0.4240320209918593	-0.40721894363841216	-0.5394979408991674	-0.0811244620250875	-0.3625534936666952	-0.3221145257292619	0.0033577034373974968
1.83	-0.08712870091089542	-0.2470459694728504	-0.36763450920497576	-0.306209080265063	-0.22369962440726	-0.30162682466254864	0.26133685906174264	0.6107749247571803	0.2654963483590791	-0.17848158906951994	0.09209714534151203	0.14908720452118018	-0.10744818630735153	-0.3713415131009299	-0.4557032398987815	-0.43079902877050813	-0.4116188609995959	-0.5277024916147468	-0.1016722702634354	-0.3460698335283041	-0.36174719334454153	0.00043565596296124554
1.82	-0.09214126476355489	-0.25703333480763035	-0.388544832449611	-0.3166186393466148	-0.22053799030433652	-0.3305920016160826	0.22143845623961056	0.6153864834407443	0.37963321305022646	-0.05466763796863461	0.1913406676987961	0.20582260069483027	-0.12555961942220506	-0.3706816302967866	-0.44290261651585183	-0.43353572629797554	-0.4125123060612452	-0.5110229669550392	-0.12550225424146788	-0.3274280109181973	-0.39820797952658893	-0.002713854733475962
1.81	-0.09820636656268533	-0.2652450911018036	-0.4057339254160297	-0.3260391112000889	-0.21983669964058095	-0.35199112468029625	0.18419703967239798	0.6138480298024547	0.4771336725405604	0.055962794826314166	0.27547440280170576	0.2530775919434518	-0.14459386541483354	-0.36628628064016766	-0.4253345177829715	-0.43185954504409096	-0.4098394491490467	-0.48978309266595943	-0.15206073880870008	-0.3074358979463625	-0.4306523783396017	-0.006014995034751891
1.8	-0.10525851584328194	-0.27165048680436144	-0.4190517054991858	-0.3340562847227204	-0.221624393791501	-0.36576215002151	0.15016807761841733	0.6078397722194211	0.5592320616068491	0.15442382959116685	0.3449016427001652	0.2907996654213889	-0.16356640218177176	-0.3580396286353391	-0.403491607989622	-0.4255067010959124	-0.40361246237776527	-0.46437622033201365	-0.18069856361668712	-0.28691025783089685	-0.45835085826038835	-0.009385465717479224
1.79	-0.11317676251021425	-0.27628509309241167	-0.42846253758597186	-0.34028529718847267	-0.2257751267349306	-0.37204016419232744	0.11976928173797319	0.5988731417326676	0.6273741080286186	0.2419132779619133	0.40033026667268246	0.3190984878590939	-0.18153828860459953	-0.3459358577580076	-0.37798854414816674	-0.41434884432567287	-0.39391149468829667	-0.4352551694522333	-0.21068948061414972	-0.2666407292062729	-0.4807100991013584	-0.012739372098177437
1.78	-0.12178843090359237	-0.2792478290269571	-0.4340354542181899	-0.3443860195220907	-0.23201246194321357	-0.37114063313728707	0.09328360702485838	0.5882489534018305	0.683123835068784	0.31971448671635017	0.44272104809982693	0.33825024484966093	-0.19764724738729456	-0.33008340215448584	-0.349533599856926	-0.39840471203976335	-0.3808798624612564	-0.40292155340856084	-0.2412507912403612	-0.24735514748934406	-0.4972887242750801	-0.01599023298193769
1.77	-0.13087554546933688	-0.28069448130312935	-0.4359302192200687	-0.3460758614843371	-0.23991999983277879	-0.36353813547231084	0.07086437245962429	0.5770284808742758	0.7280768949995888	0.38910732097460254	0.4732344396486212	0.34869887501037056	-0.2111353923522188	-0.3107048193816411	-0.31889665904785147	-0.3778459252645803	-0.36471868218765735	-0.3679148260118552	-0.2715654203913971	-0.22968774030834993	-0.5078069298723307	-0.019053996602492962
1.76	-0.14018363045421012	-0.28082800799498386	-0.4343802267019612	-0.3451395916129343	-0.24895788814177422	-0.3498416938093101	0.05254242210386906	0.5660178677959209	0.7637838842558438	0.4512924001037675	0.4931778777870477	0.35105331790384753	-0.22137239806494335	-0.2881319280756429	-0.28687515125298546	-0.3529963365984372	-0.34568109485800846	-0.3308012458246594	-0.3008046335704364	-0.21415160931857713	-0.5121496854914653	-0.021851932331679258
1.75	-0.14943242724449135	-0.27988613283750396	-0.42967335327364253	-0.3414359342942248	-0.25848461947234114	-0.3307678273904173	0.038235254977252	0.5557657120540682	0.7916864012754274	0.5073315623639587	0.5039553080753194	0.34608004372401524	-0.22787313862932024	-0.2627960745115274	-0.2542595965672092	-0.32432465570420277	-0.32406615742161193	-0.2921629198243636	-0.32815064869586763	-0.20111672118093793	-0.5103634750506387	-0.024313274467451684
